日期,品种,标的,多空,数量,可用数量,收盘价/结算价,市值/价值,盈亏/逐笔浮盈,开仓均价,持仓均价（期货）,保证金,当日盈亏,今手数,盈亏占比,仓位占比
2020-01-15,股票,金浦钛业(000545.XSHE),多,534500股,534500股,3.07,1640915,16035,3.04,-,0,-32070,0股,0.99%,8573731.45,19.14%
2020-01-15,股票,永吉股份(603058.XSHG),多,224000股,224000股,7.63,1709120,11200,7.58,-,0,-20160,0股,0.66%,8573731.45,19.93%
2020-01-15,股票,正业科技(300410.XSHE),多,206600股,206600股,8.31,1716846,-22726,8.42,-,0,-45452,0股,-1.31%,8573731.45,20.02%
2020-01-15,,Cash,,,,,-6389.55,,,,,,,,0
2020-01-16,股票,双林股份(300100.XSHE),多,274400股,274400股,6.43,1764392,107016,6.04,-,0,-24696,0股,6.46%,8445602.45,20.89%
2020-01-16,股票,华西能源(002630.XSHE),多,678800股,678800股,2.48,1683424,13576,2.46,-,0,-40728,0股,0.81%,8445602.45,19.93%
2020-01-16,股票,金浦钛业(000545.XSHE),多,534500股,534500股,3.04,1624880,0,3.04,-,0,-16035,0股,0%,8445602.45,19.24%
2020-01-16,股票,永吉股份(603058.XSHG),多,224000股,224000股,7.56,1693440,-4480,7.58,-,0,-15680,0股,-0.26%,8445602.45,20.05%
2020-01-16,股票,正业科技(300410.XSHE),多,206600股,206600股,8.16,1685856,-53716,8.42,-,0,-30990,0股,-3.09%,8445602.45,19.96%
2020-01-16,,Cash,,,,,-6389.55,,,,,,,,0
2020-01-17,股票,双林股份(300100.XSHE),多,274400股,274400股,6.59,1808296,150920,6.04,-,0,43904,0股,9.11%,8295318.45,21.8%
2020-01-17,股票,华西能源(002630.XSHE),多,678800股,678800股,2.46,1669848,0,2.46,-,0,-13576,0股,0%,8295318.45,20.13%
2020-01-17,股票,金浦钛业(000545.XSHE),多,534500股,534500股,3.04,1624880,0,3.04,-,0,0,0股,0%,8295318.45,19.59%
2020-01-17,股票,永吉股份(603058.XSHG),多,224000股,224000股,7.51,1682240,-15680,7.58,-,0,-11200,0股,-0.92%,8295318.45,20.28%
2020-01-17,股票,正业科技(300410.XSHE),多,206600股,206600股,7.34,1516444,-223128,8.42,-,0,-169412,0股,-12.83%,8295318.45,18.28%
2020-01-17,,Cash,,,,,-6389.55,,,,,,,,0
2020-01-20,股票,双林股份(300100.XSHE),多,274400股,274400股,6.42,1761648,104272,6.04,-,0,-46648,0股,6.29%,8233602.57,21.4%
2020-01-20,股票,华西能源(002630.XSHE),多,678800股,678800股,2.47,1676636,6788,2.46,-,0,6788,0股,0.41%,8233602.57,20.36%
2020-01-20,股票,金浦钛业(000545.XSHE),多,534500股,534500股,3.08,1646260,21380,3.04,-,0,21380,0股,1.32%,8233602.57,19.99%
2020-01-20,股票,正业科技(300410.XSHE),多,206600股,206600股,7.15,1477190,-262382,8.42,-,0,-39254,0股,-15.08%,8233602.57,17.94%
2020-01-20,股票,莱绅通灵(603900.XSHG),多,180600股,0股,9.29,1677774,5418,9.26,-,0,5418,180600股,0.32%,8233602.57,20.38%
2020-01-20,,Cash,,,,,-5905.43,,,,,,,,0
2020-01-21,股票,双林股份(300100.XSHE),多,274400股,274400股,6.15,1687560,30184,6.04,-,0,-74088,0股,1.82%,8079906.57,20.89%
2020-01-21,股票,华西能源(002630.XSHE),多,678800股,678800股,2.43,1649484,-20364,2.46,-,0,-27152,0股,-1.22%,8079906.57,20.41%
2020-01-21,股票,金浦钛业(000545.XSHE),多,534500股,534500股,3.02,1614190,-10690,3.04,-,0,-32070,0股,-0.66%,8079906.57,19.98%
2020-01-21,股票,正业科技(300410.XSHE),多,206600股,206600股,7.13,1473058,-266514,8.42,-,0,-4132,0股,-15.32%,8079906.57,18.23%
2020-01-21,股票,莱绅通灵(603900.XSHG),多,180600股,180600股,9.2,1661520,-10836,9.26,-,0,-16254,0股,-0.65%,8079906.57,20.56%
2020-01-21,,Cash,,,,,-5905.43,,,,,,,,0
2020-01-22,股票,双林股份(300100.XSHE),多,274400股,274400股,6.04,1657376,0,6.04,-,0,-30184,0股,0%,8029043.57,20.64%
2020-01-22,股票,华西能源(002630.XSHE),多,678800股,678800股,2.45,1663060,-6788,2.46,-,0,13576,0股,-0.41%,8029043.57,20.71%
2020-01-22,股票,金浦钛业(000545.XSHE),多,534500股,534500股,3.01,1608845,-16035,3.04,-,0,-5345,0股,-0.99%,8029043.57,20.04%
2020-01-22,股票,正业科技(300410.XSHE),多,206600股,206600股,7.06,1458596,-280976,8.42,-,0,-14462,0股,-16.15%,8029043.57,18.17%
2020-01-22,股票,莱绅通灵(603900.XSHG),多,180600股,180600股,9.12,1647072,-25284,9.26,-,0,-14448,0股,-1.51%,8029043.57,20.51%
2020-01-22,,Cash,,,,,-5905.43,,,,,,,,0
2020-01-23,股票,双林股份(300100.XSHE),多,274400股,274400股,6.02,1651888,-5488,6.04,-,0,-5488,0股,-0.33%,7771013.57,21.26%
2020-01-23,股票,华西能源(002630.XSHE),多,678800股,678800股,2.34,1588392,-81456,2.46,-,0,-74668,0股,-4.88%,7771013.57,20.44%
2020-01-23,股票,金浦钛业(000545.XSHE),多,534500股,534500股,2.91,1555395,-69485,3.04,-,0,-53450,0股,-4.28%,7771013.57,20.02%
2020-01-23,股票,正业科技(300410.XSHE),多,206600股,206600股,6.72,1388352,-351220,8.42,-,0,-70244,0股,-20.19%,7771013.57,17.87%
2020-01-23,股票,莱绅通灵(603900.XSHG),多,180600股,180600股,8.82,1592892,-79464,9.26,-,0,-54180,0股,-4.75%,7771013.57,20.5%
2020-01-23,,Cash,,,,,-5905.43,,,,,,,,0
2020-02-03,股票,双林股份(300100.XSHE),多,274400股,274400股,5.42,1487248,-170128,6.04,-,0,-164640,0股,-10.26%,6997894.57,21.25%
2020-02-03,股票,华西能源(002630.XSHE),多,678800股,678800股,2.11,1432268,-237580,2.46,-,0,-156124,0股,-14.23%,6997894.57,20.47%
2020-02-03,股票,金浦钛业(000545.XSHE),多,534500股,534500股,2.62,1400390,-224490,3.04,-,0,-155005,0股,-13.82%,6997894.57,20.01%
2020-02-03,股票,正业科技(300410.XSHE),多,206600股,206600股,6.05,1249930,-489642,8.42,-,0,-138422,0股,-28.15%,6997894.57,17.86%
2020-02-03,股票,莱绅通灵(603900.XSHG),多,180600股,180600股,7.94,1433964,-238392,9.26,-,0,-158928,0股,-14.25%,6997894.57,20.49%
2020-02-03,,Cash,,,,,-5905.43,,,,,,,,0
2020-02-04,股票,双林股份(300100.XSHE),多,274400股,274400股,4.88,1339072,-318304,6.04,-,0,-148176,0股,-19.21%,6605351.57,20.27%
2020-02-04,股票,华西能源(002630.XSHE),多,678800股,678800股,2.01,1364388,-305460,2.46,-,0,-67880,0股,-18.29%,6605351.57,20.66%
2020-02-04,股票,金浦钛业(000545.XSHE),多,534500股,534500股,2.51,1341595,-283285,3.04,-,0,-58795,0股,-17.43%,6605351.57,20.31%
2020-02-04,股票,正业科技(300410.XSHE),多,206600股,206600股,5.83,1204478,-535094,8.42,-,0,-45452,0股,-30.76%,6605351.57,18.23%
2020-02-04,股票,莱绅通灵(603900.XSHG),多,180600股,180600股,7.54,1361724,-310632,9.26,-,0,-72240,0股,-18.57%,6605351.57,20.62%
2020-02-04,,Cash,,,,,-5905.43,,,,,,,,0
2020-02-05,股票,双林股份(300100.XSHE),多,274400股,274400股,5,1372000,-285376,6.04,-,0,32928,0股,-17.22%,6761693.57,20.29%
2020-02-05,股票,华西能源(002630.XSHE),多,678800股,678800股,2.05,1391540,-278308,2.46,-,0,27152,0股,-16.67%,6761693.57,20.58%
2020-02-05,股票,金浦钛业(000545.XSHE),多,534500股,534500股,2.55,1362975,-261905,3.04,-,0,21380,0股,-16.12%,6761693.57,20.16%
2020-02-05,股票,正业科技(300410.XSHE),多,206600股,206600股,6.14,1268524,-471048,8.42,-,0,64046,0股,-27.08%,6761693.57,18.76%
2020-02-05,股票,莱绅通灵(603900.XSHG),多,180600股,180600股,7.6,1372560,-299796,9.26,-,0,10836,0股,-17.93%,6761693.57,20.3%
2020-02-05,,Cash,,,,,-5905.43,,,,,,,,0
2020-02-06,股票,双林股份(300100.XSHE),多,274400股,274400股,5.04,1382976,-274400,6.04,-,0,10976,0股,-16.56%,6830326.57,20.25%
2020-02-06,股票,华西能源(002630.XSHE),多,678800股,678800股,2.06,1398328,-271520,2.46,-,0,6788,0股,-16.26%,6830326.57,20.47%
2020-02-06,股票,金浦钛业(000545.XSHE),多,534500股,534500股,2.58,1379010,-245870,3.04,-,0,16035,0股,-15.13%,6830326.57,20.19%
2020-02-06,股票,正业科技(300410.XSHE),多,206600股,206600股,6.16,1272656,-466916,8.42,-,0,4132,0股,-26.84%,6830326.57,18.63%
2020-02-06,股票,莱绅通灵(603900.XSHG),多,180600股,180600股,7.77,1403262,-269094,9.26,-,0,30702,0股,-16.09%,6830326.57,20.54%
2020-02-06,,Cash,,,,,-5905.43,,,,,,,,0
2020-02-07,股票,双林股份(300100.XSHE),多,274400股,274400股,5.54,1520176,-137200,6.04,-,0,137200,0股,-8.28%,7017360.57,21.66%
2020-02-07,股票,华西能源(002630.XSHE),多,678800股,678800股,2.11,1432268,-237580,2.46,-,0,33940,0股,-14.23%,7017360.57,20.41%
2020-02-07,股票,金浦钛业(000545.XSHE),多,534500股,534500股,2.56,1368320,-256560,3.04,-,0,-10690,0股,-15.79%,7017360.57,19.5%
2020-02-07,股票,正业科技(300410.XSHE),多,206600股,206600股,6.21,1282986,-456586,8.42,-,0,10330,0股,-26.25%,7017360.57,18.28%
2020-02-07,股票,莱绅通灵(603900.XSHG),多,180600股,180600股,7.86,1419516,-252840,9.26,-,0,16254,0股,-15.12%,7017360.57,20.23%
2020-02-07,,Cash,,,,,-5905.43,,,,,,,,0
2020-02-10,股票,双林股份(300100.XSHE),多,274400股,274400股,5.46,1498224,-159152,6.04,-,0,-21952,0股,-9.6%,7192697.57,20.83%
2020-02-10,股票,华西能源(002630.XSHE),多,678800股,678800股,2.13,1445844,-224004,2.46,-,0,13576,0股,-13.41%,7192697.57,20.1%
2020-02-10,股票,金浦钛业(000545.XSHE),多,534500股,534500股,2.61,1395045,-229835,3.04,-,0,26725,0股,-14.14%,7192697.57,19.4%
2020-02-10,股票,正业科技(300410.XSHE),多,206600股,206600股,6.83,1411078,-328494,8.42,-,0,128092,0股,-18.88%,7192697.57,19.62%
2020-02-10,股票,莱绅通灵(603900.XSHG),多,180600股,180600股,8.02,1448412,-223944,9.26,-,0,28896,0股,-13.39%,7192697.57,20.14%
2020-02-10,,Cash,,,,,-5905.43,,,,,,,,0
2020-02-11,股票,双林股份(300100.XSHE),多,274400股,274400股,5.37,1473528,-183848,6.04,-,0,-24696,0股,-11.09%,7316501.57,20.14%
2020-02-11,股票,华西能源(002630.XSHE),多,678800股,678800股,2.15,1459420,-210428,2.46,-,0,13576,0股,-12.6%,7316501.57,19.95%
2020-02-11,股票,金浦钛业(000545.XSHE),多,534500股,534500股,2.63,1405735,-219145,3.04,-,0,10690,0股,-13.49%,7316501.57,19.21%
2020-02-11,股票,正业科技(300410.XSHE),多,206600股,206600股,7.51,1551566,-188006,8.42,-,0,140488,0股,-10.81%,7316501.57,21.21%
2020-02-11,股票,莱绅通灵(603900.XSHG),多,180600股,180600股,7.93,1432158,-240198,9.26,-,0,-16254,0股,-14.36%,7316501.57,19.57%
2020-02-11,,Cash,,,,,-5905.43,,,,,,,,0
2020-02-12,股票,双林股份(300100.XSHE),多,274400股,274400股,5.53,1517432,-139944,6.04,-,0,43904,0股,-8.44%,7610405.57,19.94%
2020-02-12,股票,华西能源(002630.XSHE),多,678800股,678800股,2.19,1486572,-183276,2.46,-,0,27152,0股,-10.98%,7610405.57,19.53%
2020-02-12,股票,金浦钛业(000545.XSHE),多,534500股,534500股,2.73,1459185,-165695,3.04,-,0,53450,0股,-10.2%,7610405.57,19.17%
2020-02-12,股票,正业科技(300410.XSHE),多,206600股,206600股,8.26,1706516,-33056,8.42,-,0,154950,0股,-1.9%,7610405.57,22.42%
2020-02-12,股票,莱绅通灵(603900.XSHG),多,180600股,180600股,8.01,1446606,-225750,9.26,-,0,14448,0股,-13.5%,7610405.57,19.01%
2020-02-12,,Cash,,,,,-5905.43,,,,,,,,0
2020-02-13,股票,双林股份(300100.XSHE),多,274400股,274400股,5.51,1511944,-145432,6.04,-,0,-5488,0股,-8.77%,7361865.57,20.54%
2020-02-13,股票,华西能源(002630.XSHE),多,678800股,678800股,2.14,1452632,-217216,2.46,-,0,-33940,0股,-13.01%,7361865.57,19.73%
2020-02-13,股票,金浦钛业(000545.XSHE),多,534500股,534500股,2.69,1437805,-187075,3.04,-,0,-21380,0股,-11.51%,7361865.57,19.53%
2020-02-13,股票,正业科技(300410.XSHE),多,206600股,206600股,7.43,1535038,-204534,8.42,-,0,-171478,0股,-11.76%,7361865.57,20.85%
2020-02-13,股票,莱绅通灵(603900.XSHG),多,180600股,180600股,7.92,1430352,-242004,9.26,-,0,-16254,0股,-14.47%,7361865.57,19.43%
2020-02-13,,Cash,,,,,-5905.43,,,,,,,,0
2020-02-14,股票,双林股份(300100.XSHE),多,274400股,274400股,5.42,1487248,-170128,6.04,-,0,-24696,0股,-10.26%,7451520.57,19.96%
2020-02-14,股票,华西能源(002630.XSHE),多,678800股,678800股,2.14,1452632,-217216,2.46,-,0,0,0股,-13.01%,7451520.57,19.49%
2020-02-14,股票,金浦钛业(000545.XSHE),多,534500股,534500股,2.96,1582120,-42760,3.04,-,0,144315,0股,-2.63%,7451520.57,21.23%
2020-02-14,股票,正业科技(300410.XSHE),多,206600股,206600股,7.25,1497850,-241722,8.42,-,0,-37188,0股,-13.9%,7451520.57,20.1%
2020-02-14,股票,莱绅通灵(603900.XSHG),多,180600股,180600股,7.96,1437576,-234780,9.26,-,0,7224,0股,-14.04%,7451520.57,19.29%
2020-02-14,,Cash,,,,,-5905.43,,,,,,,,0
2020-02-17,股票,双林股份(300100.XSHE),多,274400股,274400股,5.57,1528408,-128968,6.04,-,0,41160,0股,-7.78%,7780414.99,19.64%
2020-02-17,股票,华西能源(002630.XSHE),多,678800股,678800股,2.2,1493360,-176488,2.46,-,0,40728,0股,-10.57%,7780414.99,19.19%
2020-02-17,股票,正业科技(300410.XSHE),多,206600股,206600股,7.81,1613546,-126026,8.42,-,0,115696,0股,-7.24%,7780414.99,20.74%
2020-02-17,股票,莱绅通灵(603900.XSHG),多,180600股,180600股,8.19,1479114,-193242,9.26,-,0,41538,0股,-11.56%,7780414.99,19.01%
2020-02-17,股票,普路通(002769.XSHE),多,215300股,0股,7.76,1670728,60284,7.48,-,0,60284,215300股,3.74%,7780414.99,21.47%
2020-02-17,,Cash,,,,,-4741.01,,,,,,,,0
2020-02-18,股票,双林股份(300100.XSHE),多,274400股,274400股,5.85,1605240,-52136,6.04,-,0,76832,0股,-3.15%,8117724.99,19.77%
2020-02-18,股票,华西能源(002630.XSHE),多,678800股,678800股,2.27,1540876,-128972,2.46,-,0,47516,0股,-7.72%,8117724.99,18.98%
2020-02-18,股票,正业科技(300410.XSHE),多,206600股,206600股,8.59,1774694,35122,8.42,-,0,161148,0股,2.02%,8117724.99,21.86%
2020-02-18,股票,莱绅通灵(603900.XSHG),多,180600股,180600股,8.31,1500786,-171570,9.26,-,0,21672,0股,-10.26%,8117724.99,18.49%
2020-02-18,股票,普路通(002769.XSHE),多,215300股,215300股,7.9,1700870,90426,7.48,-,0,30142,0股,5.61%,8117724.99,20.95%
2020-02-18,,Cash,,,,,-4741.01,,,,,,,,0
2020-02-19,股票,双林股份(300100.XSHE),多,274400股,274400股,6.12,1679328,21952,6.04,-,0,74088,0股,1.32%,8018144.99,20.94%
2020-02-19,股票,华西能源(002630.XSHE),多,678800股,678800股,2.23,1513724,-156124,2.46,-,0,-27152,0股,-9.35%,8018144.99,18.88%
2020-02-19,股票,正业科技(300410.XSHE),多,206600股,206600股,8.02,1656932,-82640,8.42,-,0,-117762,0股,-4.75%,8018144.99,20.66%
2020-02-19,股票,莱绅通灵(603900.XSHG),多,180600股,180600股,8.27,1493562,-178794,9.26,-,0,-7224,0股,-10.69%,8018144.99,18.63%
2020-02-19,股票,普路通(002769.XSHE),多,215300股,215300股,7.8,1679340,68896,7.48,-,0,-21530,0股,4.28%,8018144.99,20.94%
2020-02-19,,Cash,,,,,-4741.01,,,,,,,,0
2020-02-20,股票,双林股份(300100.XSHE),多,274400股,274400股,6.05,1660120,2744,6.04,-,0,-19208,0股,0.17%,8122626.99,20.44%
2020-02-20,股票,华西能源(002630.XSHE),多,678800股,678800股,2.3,1561240,-108608,2.46,-,0,47516,0股,-6.5%,8122626.99,19.22%
2020-02-20,股票,正业科技(300410.XSHE),多,206600股,206600股,8.07,1667262,-72310,8.42,-,0,10330,0股,-4.16%,8122626.99,20.53%
2020-02-20,股票,莱绅通灵(603900.XSHG),多,180600股,180600股,8.42,1520652,-151704,9.26,-,0,27090,0股,-9.07%,8122626.99,18.72%
2020-02-20,股票,普路通(002769.XSHE),多,215300股,215300股,7.98,1718094,107650,7.48,-,0,38754,0股,6.68%,8122626.99,21.15%
2020-02-20,,Cash,,,,,-4741.01,,,,,,,,0
2020-02-21,股票,双林股份(300100.XSHE),多,274400股,274400股,6.09,1671096,13720,6.04,-,0,10976,0股,0.83%,8180829.99,20.43%
2020-02-21,股票,华西能源(002630.XSHE),多,678800股,678800股,2.32,1574816,-95032,2.46,-,0,13576,0股,-5.69%,8180829.99,19.25%
2020-02-21,股票,正业科技(300410.XSHE),多,206600股,206600股,8.09,1671394,-68178,8.42,-,0,4132,0股,-3.92%,8180829.99,20.43%
2020-02-21,股票,莱绅通灵(603900.XSHG),多,180600股,180600股,8.5,1535100,-137256,9.26,-,0,14448,0股,-8.21%,8180829.99,18.76%
2020-02-21,股票,普路通(002769.XSHE),多,215300股,215300股,8.05,1733165,122721,7.48,-,0,15071,0股,7.62%,8180829.99,21.19%
2020-02-21,,Cash,,,,,-4741.01,,,,,,,,0
2020-02-24,股票,双林股份(300100.XSHE),多,274400股,274400股,6.18,1695792,38416,6.04,-,0,24696,0股,2.32%,8235431.48,20.59%
2020-02-24,股票,华西能源(002630.XSHE),多,678800股,678800股,2.31,1568028,-101820,2.46,-,0,-6788,0股,-6.1%,8235431.48,19.04%
2020-02-24,股票,莱绅通灵(603900.XSHG),多,180600股,180600股,8.35,1508010,-164346,9.26,-,0,-27090,0股,-9.83%,8235431.48,18.31%
2020-02-24,股票,普路通(002769.XSHE),多,215300股,215300股,8.1,1743930,133486,7.48,-,0,10765,0股,8.29%,8235431.48,21.18%
2020-02-24,股票,永吉股份(603058.XSHG),多,246400股,0股,7.01,1727264,0,7.01,-,0,0,246400股,0%,8235431.48,20.97%
2020-02-24,,Cash,,,,,-7592.52,,,,,,,,0
2020-02-25,股票,双林股份(300100.XSHE),多,274400股,274400股,6.8,1865920,208544,6.04,-,0,170128,0股,12.58%,8255826.48,22.6%
2020-02-25,股票,华西能源(002630.XSHE),多,678800股,678800股,2.26,1534088,-135760,2.46,-,0,-33940,0股,-8.13%,8255826.48,18.58%
2020-02-25,股票,莱绅通灵(603900.XSHG),多,180600股,180600股,8.14,1470084,-202272,9.26,-,0,-37926,0股,-12.1%,8255826.48,17.81%
2020-02-25,股票,普路通(002769.XSHE),多,215300股,215300股,7.91,1703023,92579,7.48,-,0,-40907,0股,5.75%,8255826.48,20.63%
2020-02-25,股票,永吉股份(603058.XSHG),多,246400股,246400股,6.86,1690304,-36960,7.01,-,0,-36960,0股,-2.14%,8255826.48,20.47%
2020-02-25,,Cash,,,,,-7592.52,,,,,,,,0
2020-02-26,股票,双林股份(300100.XSHE),多,274400股,274400股,7.48,2052512,395136,6.04,-,0,186592,0股,23.84%,8567413.48,23.96%
2020-02-26,股票,华西能源(002630.XSHE),多,678800股,678800股,2.44,1656272,-13576,2.46,-,0,122184,0股,-0.81%,8567413.48,19.33%
2020-02-26,股票,莱绅通灵(603900.XSHG),多,180600股,180600股,8.13,1468278,-204078,9.26,-,0,-1806,0股,-12.2%,8567413.48,17.14%
2020-02-26,股票,普路通(002769.XSHE),多,215300股,215300股,7.92,1705176,94732,7.48,-,0,2153,0股,5.88%,8567413.48,19.9%
2020-02-26,股票,永吉股份(603058.XSHG),多,246400股,246400股,6.87,1692768,-34496,7.01,-,0,2464,0股,-2%,8567413.48,19.76%
2020-02-26,,Cash,,,,,-7592.52,,,,,,,,0
2020-02-27,股票,双林股份(300100.XSHE),多,274400股,274400股,6.8,1865920,208544,6.04,-,0,-186592,0股,12.58%,8359302.48,22.32%
2020-02-27,股票,华西能源(002630.XSHE),多,678800股,678800股,2.34,1588392,-81456,2.46,-,0,-67880,0股,-4.88%,8359302.48,19%
2020-02-27,股票,莱绅通灵(603900.XSHG),多,180600股,180600股,8.15,1471890,-200466,9.26,-,0,3612,0股,-11.99%,8359302.48,17.61%
2020-02-27,股票,普路通(002769.XSHE),多,215300股,215300股,8.13,1750389,139945,7.48,-,0,45213,0股,8.69%,8359302.48,20.94%
2020-02-27,股票,永吉股份(603058.XSHG),多,246400股,246400股,6.86,1690304,-36960,7.01,-,0,-2464,0股,-2.14%,8359302.48,20.22%
2020-02-27,,Cash,,,,,-7592.52,,,,,,,,0
2020-02-28,股票,双林股份(300100.XSHE),多,274400股,274400股,6.19,1698536,41160,6.04,-,0,-167384,0股,2.48%,7791506.48,21.8%
2020-02-28,股票,华西能源(002630.XSHE),多,678800股,678800股,2.21,1500148,-169700,2.46,-,0,-88244,0股,-10.16%,7791506.48,19.25%
2020-02-28,股票,莱绅通灵(603900.XSHG),多,180600股,180600股,7.72,1394232,-278124,9.26,-,0,-77658,0股,-16.63%,7791506.48,17.89%
2020-02-28,股票,普路通(002769.XSHE),多,215300股,215300股,7.51,1616903,6459,7.48,-,0,-133486,0股,0.4%,7791506.48,20.75%
2020-02-28,股票,永吉股份(603058.XSHG),多,246400股,246400股,6.45,1589280,-137984,7.01,-,0,-101024,0股,-7.99%,7791506.48,20.4%
2020-02-28,,Cash,,,,,-7592.52,,,,,,,,0
2020-03-02,股票,华西能源(002630.XSHE),多,678800股,678800股,2.3,1561240,-108608,2.46,-,0,61092,0股,-6.5%,8077179.78,19.33%
2020-03-02,股票,莱绅通灵(603900.XSHG),多,180600股,180600股,7.93,1432158,-240198,9.26,-,0,37926,0股,-14.36%,8077179.78,17.73%
2020-03-02,股票,普路通(002769.XSHE),多,215300股,215300股,7.8,1679340,68896,7.48,-,0,62437,0股,4.28%,8077179.78,20.79%
2020-03-02,股票,永吉股份(603058.XSHG),多,246400股,246400股,6.75,1663200,-64064,7.01,-,0,73920,0股,-3.71%,8077179.78,20.59%
2020-03-02,股票,广东甘化(000576.XSHE),多,265500股,0股,6.59,1749645,55755,6.38,-,0,55755,265500股,3.29%,8077179.78,21.66%
2020-03-02,,Cash,,,,,-8403.22,,,,,,,,0
2020-03-03,股票,华西能源(002630.XSHE),多,678800股,678800股,2.32,1574816,-95032,2.46,-,0,13576,0股,-5.69%,8166824.78,19.28%
2020-03-03,股票,莱绅通灵(603900.XSHG),多,180600股,180600股,7.99,1442994,-229362,9.26,-,0,10836,0股,-13.71%,8166824.78,17.67%
2020-03-03,股票,普路通(002769.XSHE),多,215300股,215300股,7.97,1715941,105497,7.48,-,0,36601,0股,6.55%,8166824.78,21.01%
2020-03-03,股票,永吉股份(603058.XSHG),多,246400股,246400股,6.78,1670592,-56672,7.01,-,0,7392,0股,-3.28%,8166824.78,20.46%
2020-03-03,股票,广东甘化(000576.XSHE),多,265500股,265500股,6.67,1770885,76995,6.38,-,0,21240,0股,4.55%,8166824.78,21.68%
2020-03-03,,Cash,,,,,-8403.22,,,,,,,,0
2020-03-04,股票,华西能源(002630.XSHE),多,678800股,678800股,2.44,1656272,-13576,2.46,-,0,81456,0股,-0.81%,8335987.78,19.87%
2020-03-04,股票,莱绅通灵(603900.XSHG),多,180600股,180600股,8.1,1462860,-209496,9.26,-,0,19866,0股,-12.53%,8335987.78,17.55%
2020-03-04,股票,普路通(002769.XSHE),多,215300股,215300股,8.05,1733165,122721,7.48,-,0,17224,0股,7.62%,8335987.78,20.79%
2020-03-04,股票,永吉股份(603058.XSHG),多,246400股,246400股,6.91,1702624,-24640,7.01,-,0,32032,0股,-1.43%,8335987.78,20.42%
2020-03-04,股票,广东甘化(000576.XSHE),多,265500股,265500股,6.74,1789470,95580,6.38,-,0,18585,0股,5.64%,8335987.78,21.47%
2020-03-04,,Cash,,,,,-8403.22,,,,,,,,0
2020-03-05,股票,华西能源(002630.XSHE),多,678800股,678800股,2.43,1649484,-20364,2.46,-,0,-6788,0股,-1.22%,8508545.78,19.39%
2020-03-05,股票,莱绅通灵(603900.XSHG),多,180600股,180600股,8.31,1500786,-171570,9.26,-,0,37926,0股,-10.26%,8508545.78,17.64%
2020-03-05,股票,普路通(002769.XSHE),多,215300股,215300股,8.16,1756848,146404,7.48,-,0,23683,0股,9.09%,8508545.78,20.65%
2020-03-05,股票,永吉股份(603058.XSHG),多,246400股,246400股,7.14,1759296,32032,7.01,-,0,56672,0股,1.85%,8508545.78,20.68%
2020-03-05,股票,广东甘化(000576.XSHE),多,265500股,265500股,6.97,1850535,156645,6.38,-,0,61065,0股,9.25%,8508545.78,21.75%
2020-03-05,,Cash,,,,,-8403.22,,,,,,,,0
2020-03-06,股票,华西能源(002630.XSHE),多,678800股,678800股,2.49,1690212,20364,2.46,-,0,40728,0股,1.22%,8625242.78,19.6%
